Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
274,1.0,1.0,1.0,1.0,1.0
276,1.0,1.0,1.0,1.0,1.0
277,1.0,1.0,1.0,1.0,1.0
279,1.0,1.0,1.0,1.0,1.0
280,1.0,1.0,1.0,1.0,1.0
281,1.0,1.0,1.0,1.0,1.0
283,1.0,1.0,1.0,1.0,1.0
287,1.0,1.0,1.0,1.0,1.0
288,1.0,1.0,1.0,1.0,1.0
300,1.0,1.0,1.0,1.0,1.0
305,1.0,1.0,1.0,1.0,1.0
313,1.0,1.0,1.0,1.0,1.0
315,1.0,1.0,1.0,1.0,1.0
321,1.0,1.0,1.0,1.0,1.0
324,1.0,1.0,1.0,1.0,1.0
329,1.0,1.0,1.0,1.0,1.0
333,1.0,1.0,1.0,1.0,1.0
334,1.0,1.0,1.0,1.0,1.0
336,1.0,1.0,1.0,1.0,1.0
339,1.0,1.0,1.0,1.0,1.0
343,1.0,1.0,1.0,1.0,1.0
348,1.0,1.0,1.0,1.0,1.0
351,1.0,1.0,1.0,1.0,1.0
352,1.0,1.0,1.0,1.0,1.0
354,1.0,1.0,1.0,1.0,1.0
355,1.0,1.0,1.0,1.0,1.0
359,1.0,1.0,1.0,1.0,1.0
360,1.0,1.0,1.0,1.0,1.0
365,1.0,1.0,1.0,1.0,1.0
370,1.0,1.0,1.0,1.0,1.0
372,1.0,1.0,1.0,1.0,1.0
374,1.0,1.0,1.0,1.0,1.0
377,1.0,1.0,1.0,1.0,1.0
381,1.0,1.0,1.0,1.0,1.0
385,1.0,1.0,1.0,1.0,1.0
397,1.0,1.0,1.0,1.0,1.0
399,1.0,1.0,1.0,1.0,1.0
405,1.0,1.0,1.0,1.0,1.0
411,1.0,1.0,1.0,1.0,1.0
417,1.0,1.0,1.0,1.0,1.0
418,1.0,1.0,1.0,1.0,1.0
419,1.0,1.0,1.0,1.0,1.0
421,1.0,1.0,1.0,1.0,1.0
431,1.0,1.0,1.0,1.0,1.0
435,1.0,1.0,1.0,1.0,1.0
438,1.0,1.0,1.0,1.0,1.0
439,1.0,1.0,1.0,1.0,1.0
443,1.0,1.0,1.0,1.0,1.0
446,1.0,1.0,1.0,1.0,1.0
447,1.0,1.0,1.0,1.0,1.0
464,1.0,1.0,1.0,1.0,1.0
465,1.0,1.0,1.0,1.0,1.0
468,1.0,1.0,1.0,1.0,1.0
472,1.0,1.0,1.0,1.0,1.0
475,1.0,1.0,1.0,1.0,1.0
480,1.0,1.0,1.0,1.0,1.0
488,1.0,1.0,1.0,1.0,1.0
492,1.0,1.0,1.0,1.0,1.0
499,1.0,1.0,1.0,1.0,1.0
501,1.0,1.0,1.0,1.0,1.0
504,1.0,1.0,1.0,1.0,1.0
507,1.0,1.0,1.0,1.0,1.0
508,1.0,1.0,1.0,1.0,1.0
509,1.0,1.0,1.0,1.0,1.0
516,1.0,1.0,1.0,1.0,1.0
521,1.0,1.0,1.0,1.0,1.0
526,1.0,1.0,1.0,1.0,1.0
532,1.0,1.0,1.0,1.0,1.0
538,1.0,1.0,1.0,1.0,1.0
563,1.0,1.0,1.0,1.0,1.0
567,1.0,1.0,1.0,1.0,1.0
570,1.0,1.0,1.0,1.0,1.0
571,1.0,1.0,1.0,1.0,1.0
574,1.0,1.0,1.0,1.0,1.0
591,1.0,1.0,1.0,1.0,1.0
593,1.0,1.0,1.0,1.0,1.0
596,1.0,1.0,1.0,1.0,1.0
598,1.0,1.0,1.0,1.0,1.0
605,1.0,1.0,1.0,1.0,1.0
614,1.0,1.0,1.0,1.0,1.0
636,1.0,1.0,1.0,1.0,1.0
642,1.0,1.0,1.0,1.0,1.0
649,1.0,1.0,1.0,1.0,1.0
654,1.0,1.0,1.0,1.0,1.0
655,1.0,1.0,1.0,1.0,1.0
657,1.0,1.0,1.0,1.0,1.0
663,1.0,1.0,1.0,1.0,1.0
665,1.0,1.0,1.0,1.0,1.0
677,1.0,1.0,1.0,1.0,1.0
683,1.0,1.0,1.0,1.0,1.0
692,1.0,1.0,1.0,1.0,1.0
694,1.0,1.0,1.0,1.0,1.0
695,1.0,1.0,1.0,1.0,1.0
696,1.0,1.0,1.0,1.0,1.0
705,1.0,1.0,1.0,1.0,1.0
716,1.0,1.0,1.0,1.0,1.0
717,1.0,1.0,1.0,1.0,1.0
727,1.0,1.0,1.0,1.0,1.0
736,1.0,1.0,1.0,1.0,1.0
737,1.0,1.0,1.0,1.0,1.0
739,1.0,1.0,1.0,1.0,1.0
741,1.0,1.0,1.0,1.0,1.0
744,1.0,1.0,1.0,1.0,1.0
745,1.0,1.0,1.0,1.0,1.0
759,1.0,1.0,1.0,1.0,1.0
760,1.0,1.0,1.0,1.0,1.0
761,1.0,1.0,1.0,1.0,1.0
762,1.0,1.0,1.0,1.0,1.0
766,1.0,1.0,1.0,1.0,1.0
775,1.0,1.0,1.0,1.0,1.0
787,1.0,1.0,1.0,1.0,1.0
794,1.0,1.0,1.0,1.0,1.0
802,1.0,1.0,1.0,1.0,1.0
808,1.0,1.0,1.0,1.0,1.0
812,1.0,1.0,1.0,1.0,1.0
815,1.0,1.0,1.0,1.0,1.0
839,1.0,1.0,1.0,1.0,1.0
849,1.0,1.0,1.0,1.0,1.0
863,1.0,1.0,1.0,1.0,1.0
871,1.0,1.0,1.0,1.0,1.0
879,1.0,1.0,1.0,1.0,1.0
890,1.0,1.0,1.0,1.0,1.0
891,1.0,1.0,1.0,1.0,1.0
894,1.0,1.0,1.0,1.0,1.0
900,1.0,1.0,1.0,1.0,1.0
908,1.0,1.0,1.0,1.0,1.0
917,1.0,1.0,1.0,1.0,1.0
918,1.0,1.0,1.0,1.0,1.0
922,1.0,1.0,1.0,1.0,1.0
938,1.0,1.0,1.0,1.0,1.0
950,1.0,1.0,1.0,1.0,1.0
951,1.0,1.0,1.0,1.0,1.0
961,1.0,1.0,1.0,1.0,1.0
966,1.0,1.0,1.0,1.0,1.0
973,1.0,1.0,1.0,1.0,1.0
975,1.0,1.0,1.0,1.0,1.0
981,1.0,1.0,1.0,1.0,1.0
989,1.0,1.0,1.0,1.0,1.0
992,1.0,1.0,1.0,1.0,1.0
996,1.0,1.0,1.0,1.0,1.0
998,1.0,1.0,1.0,1.0,1.0
1006,1.0,1.0,1.0,1.0,1.0
1019,1.0,1.0,1.0,1.0,1.0
1020,1.0,1.0,1.0,1.0,1.0
1023,1.0,1.0,1.0,1.0,1.0
1033,1.0,1.0,1.0,1.0,1.0
1034,1.0,1.0,1.0,1.0,1.0
1036,1.0,1.0,1.0,1.0,1.0
1037,1.0,1.0,1.0,1.0,1.0
1040,1.0,1.0,1.0,1.0,1.0
1041,1.0,1.0,1.0,1.0,1.0
1052,1.0,1.0,1.0,1.0,1.0
1053,1.0,1.0,1.0,1.0,1.0
1060,1.0,1.0,1.0,1.0,1.0
1084,1.0,1.0,1.0,1.0,1.0
1093,1.0,1.0,1.0,1.0,1.0
1103,1.0,1.0,1.0,1.0,1.0
1112,1.0,1.0,1.0,1.0,1.0
1115,1.0,1.0,1.0,1.0,1.0
1117,1.0,1.0,1.0,1.0,1.0
1123,1.0,1.0,1.0,1.0,1.0
1128,1.0,1.0,1.0,1.0,1.0
1133,1.0,1.0,1.0,1.0,1.0
1134,1.0,1.0,1.0,1.0,1.0
1143,1.0,1.0,1.0,1.0,1.0
1144,1.0,1.0,1.0,1.0,1.0
1147,1.0,1.0,1.0,1.0,1.0
1148,1.0,1.0,1.0,1.0,1.0
1151,1.0,1.0,1.0,1.0,1.0
1158,1.0,1.0,1.0,1.0,1.0
1182,1.0,1.0,1.0,1.0,1.0
1184,1.0,1.0,1.0,1.0,1.0
1185,1.0,1.0,1.0,1.0,1.0
1187,1.0,1.0,1.0,1.0,1.0
1194,1.0,1.0,1.0,1.0,1.0
1199,1.0,1.0,1.0,1.0,1.0
1210,1.0,1.0,1.0,1.0,1.0
1217,1.0,1.0,1.0,1.0,1.0
1218,1.0,1.0,1.0,1.0,1.0
1219,1.0,1.0,1.0,1.0,1.0
1223,1.0,1.0,1.0,1.0,1.0
1224,1.0,1.0,1.0,1.0,1.0
1233,1.0,1.0,1.0,1.0,1.0
1238,1.0,1.0,1.0,1.0,1.0
1241,1.0,1.0,1.0,1.0,1.0
1243,1.0,1.0,1.0,1.0,1.0
1251,1.0,1.0,1.0,1.0,1.0
1252,1.0,1.0,1.0,1.0,1.0
1254,1.0,1.0,1.0,1.0,1.0
1258,1.0,1.0,1.0,1.0,1.0
1259,1.0,1.0,1.0,1.0,1.0
1262,1.0,1.0,1.0,1.0,1.0
1263,1.0,1.0,1.0,1.0,1.0
1273,1.0,1.0,1.0,1.0,1.0
1279,1.0,1.0,1.0,1.0,1.0
1281,1.0,1.0,1.0,1.0,1.0
1284,1.0,1.0,1.0,1.0,1.0
1285,1.0,1.0,1.0,1.0,1.0
1287,1.0,1.0,1.0,1.0,1.0
1299,1.0,1.0,1.0,1.0,1.0
1300,1.0,1.0,1.0,1.0,1.0
1310,1.0,1.0,1.0,1.0,1.0
1316,1.0,1.0,1.0,1.0,1.0
1318,1.0,1.0,1.0,1.0,1.0
1349,1.0,1.0,1.0,1.0,1.0
1357,1.0,1.0,1.0,1.0,1.0
1368,1.0,1.0,1.0,1.0,1.0
1373,1.0,1.0,1.0,1.0,1.0
1376,1.0,1.0,1.0,1.0,1.0
1377,1.0,1.0,1.0,1.0,1.0
1387,1.0,1.0,1.0,1.0,1.0
1391,1.0,1.0,1.0,1.0,1.0
1398,1.0,1.0,1.0,1.0,1.0
1403,1.0,1.0,1.0,1.0,1.0
1409,1.0,1.0,1.0,1.0,1.0
1426,1.0,1.0,1.0,1.0,1.0
1431,1.0,1.0,1.0,1.0,1.0
1439,1.0,1.0,1.0,1.0,1.0
1440,1.0,1.0,1.0,1.0,1.0
1445,1.0,1.0,1.0,1.0,1.0
1452,1.0,1.0,1.0,1.0,1.0
1458,1.0,1.0,1.0,1.0,1.0
1462,1.0,1.0,1.0,1.0,1.0
1471,1.0,1.0,1.0,1.0,1.0
1472,1.0,1.0,1.0,1.0,1.0
1475,1.0,1.0,1.0,1.0,1.0
1488,1.0,1.0,1.0,1.0,1.0
1490,1.0,1.0,1.0,1.0,1.0
1492,1.0,1.0,1.0,1.0,1.0
1493,1.0,1.0,1.0,1.0,1.0
1498,1.0,1.0,1.0,1.0,1.0
1499,1.0,1.0,1.0,1.0,1.0
1502,1.0,1.0,1.0,1.0,1.0
1506,1.0,1.0,1.0,1.0,1.0
1514,1.0,1.0,1.0,1.0,1.0
1524,1.0,1.0,1.0,1.0,1.0
1525,1.0,1.0,1.0,1.0,1.0
1526,1.0,1.0,1.0,1.0,1.0
1528,1.0,1.0,1.0,1.0,1.0
1531,1.0,1.0,1.0,1.0,1.0
1532,1.0,1.0,1.0,1.0,1.0
1539,1.0,1.0,1.0,1.0,1.0
1541,1.0,1.0,1.0,1.0,1.0
1542,1.0,1.0,1.0,1.0,1.0
1543,1.0,1.0,1.0,1.0,1.0
1544,1.0,1.0,1.0,1.0,1.0
1558,1.0,1.0,1.0,1.0,1.0
1559,1.0,1.0,1.0,1.0,1.0
1560,1.0,1.0,1.0,1.0,1.0
1568,1.0,1.0,1.0,1.0,1.0
1569,1.0,1.0,1.0,1.0,1.0
1571,1.0,1.0,1.0,1.0,1.0
1589,1.0,1.0,1.0,1.0,1.0
1595,1.0,1.0,1.0,1.0,1.0
1599,1.0,1.0,1.0,1.0,1.0
1600,1.0,1.0,1.0,1.0,1.0
1603,1.0,1.0,1.0,1.0,1.0
1606,1.0,1.0,1.0,1.0,1.0
1609,1.0,1.0,1.0,1.0,1.0
1610,1.0,1.0,1.0,1.0,1.0
1615,1.0,1.0,1.0,1.0,1.0
1618,1.0,1.0,1.0,1.0,1.0
1623,1.0,1.0,1.0,1.0,1.0
1624,1.0,1.0,1.0,1.0,1.0
1631,1.0,1.0,1.0,1.0,1.0
1633,1.0,1.0,1.0,1.0,1.0
1639,1.0,1.0,1.0,1.0,1.0
1650,1.0,1.0,1.0,1.0,1.0
1651,1.0,1.0,1.0,1.0,1.0
1653,1.0,1.0,1.0,1.0,1.0
1658,1.0,1.0,1.0,1.0,1.0
1661,1.0,1.0,1.0,1.0,1.0
1664,1.0,1.0,1.0,1.0,1.0
1670,1.0,1.0,1.0,1.0,1.0
1671,1.0,1.0,1.0,1.0,1.0
1673,1.0,1.0,1.0,1.0,1.0
1678,1.0,1.0,1.0,1.0,1.0
1679,1.0,1.0,1.0,1.0,1.0
1681,1.0,1.0,1.0,1.0,1.0
1682,1.0,1.0,1.0,1.0,1.0
1683,1.0,1.0,1.0,1.0,1.0
1687,1.0,1.0,1.0,1.0,1.0
1696,1.0,1.0,1.0,1.0,1.0
1701,1.0,1.0,1.0,1.0,1.0
1703,1.0,1.0,1.0,1.0,1.0
1707,1.0,1.0,1.0,1.0,1.0
1709,1.0,1.0,1.0,1.0,1.0
1710,1.0,1.0,1.0,1.0,1.0
1725,1.0,1.0,1.0,1.0,1.0
1727,1.0,1.0,1.0,1.0,1.0
1732,1.0,1.0,1.0,1.0,1.0
1733,1.0,1.0,1.0,1.0,1.0
1736,1.0,1.0,1.0,1.0,1.0
1737,1.0,1.0,1.0,1.0,1.0
1738,1.0,1.0,1.0,1.0,1.0
1746,1.0,1.0,1.0,1.0,1.0
1753,1.0,1.0,1.0,1.0,1.0
1758,1.0,1.0,1.0,1.0,1.0
1771,1.0,1.0,1.0,1.0,1.0
1775,1.0,1.0,1.0,1.0,1.0
1777,1.0,1.0,1.0,1.0,1.0
1787,1.0,1.0,1.0,1.0,1.0
1788,1.0,1.0,1.0,1.0,1.0
1792,1.0,1.0,1.0,1.0,1.0
1793,1.0,1.0,1.0,1.0,1.0
1797,1.0,1.0,1.0,1.0,1.0
1806,1.0,1.0,1.0,1.0,1.0
1809,1.0,1.0,1.0,1.0,1.0
1810,1.0,1.0,1.0,1.0,1.0
1814,1.0,1.0,1.0,1.0,1.0
1815,1.0,1.0,1.0,1.0,1.0
1820,1.0,1.0,1.0,1.0,1.0
1823,1.0,1.0,1.0,1.0,1.0
1831,1.0,1.0,1.0,1.0,1.0
1832,1.0,1.0,1.0,1.0,1.0
1835,1.0,1.0,1.0,1.0,1.0
1836,1.0,1.0,1.0,1.0,1.0
1839,1.0,1.0,1.0,1.0,1.0
1841,1.0,1.0,1.0,1.0,1.0
1844,1.0,1.0,1.0,1.0,1.0
1845,1.0,1.0,1.0,1.0,1.0
1847,1.0,1.0,1.0,1.0,1.0
1848,1.0,1.0,1.0,1.0,1.0
1850,1.0,1.0,1.0,1.0,1.0
1851,1.0,1.0,1.0,1.0,1.0
1854,1.0,1.0,1.0,1.0,1.0
1858,1.0,1.0,1.0,1.0,1.0
1860,1.0,1.0,1.0,1.0,1.0
1861,1.0,1.0,1.0,1.0,1.0
1862,1.0,1.0,1.0,1.0,1.0
1863,1.0,1.0,1.0,1.0,1.0
1871,1.0,1.0,1.0,1.0,1.0
1875,1.0,1.0,1.0,1.0,1.0
1879,1.0,1.0,1.0,1.0,1.0
1883,1.0,1.0,1.0,1.0,1.0
1887,1.0,1.0,1.0,1.0,1.0
1891,1.0,1.0,1.0,1.0,1.0
1892,1.0,1.0,1.0,1.0,1.0
1894,1.0,1.0,1.0,1.0,1.0
1895,1.0,1.0,1.0,1.0,1.0
1898,1.0,1.0,1.0,1.0,1.0
1902,1.0,1.0,1.0,1.0,1.0
1908,1.0,1.0,1.0,1.0,1.0
1909,1.0,1.0,1.0,1.0,1.0
1910,1.0,1.0,1.0,1.0,1.0
1913,1.0,1.0,1.0,1.0,1.0
1914,1.0,1.0,1.0,1.0,1.0
1916,1.0,1.0,1.0,1.0,1.0
1919,1.0,1.0,1.0,1.0,1.0
1920,1.0,1.0,1.0,1.0,1.0
1921,1.0,1.0,1.0,1.0,1.0
1927,1.0,1.0,1.0,1.0,1.0
1928,1.0,1.0,1.0,1.0,1.0
1929,1.0,1.0,1.0,1.0,1.0
1930,1.0,1.0,1.0,1.0,1.0
1934,1.0,1.0,1.0,1.0,1.0
1936,1.0,1.0,1.0,1.0,1.0
1937,1.0,1.0,1.0,1.0,1.0
1949,1.0,1.0,1.0,1.0,1.0
1953,1.0,1.0,1.0,1.0,1.0
1957,1.0,1.0,1.0,1.0,1.0
1961,1.0,1.0,1.0,1.0,1.0
1971,1.0,1.0,1.0,1.0,1.0
1972,1.0,1.0,1.0,1.0,1.0
1975,1.0,1.0,1.0,1.0,1.0
1979,1.0,1.0,1.0,1.0,1.0
1990,1.0,1.0,1.0,1.0,1.0
1991,1.0,1.0,1.0,1.0,1.0
1992,1.0,1.0,1.0,1.0,1.0
1993,1.0,1.0,1.0,1.0,1.0
2000,1.0,1.0,1.0,1.0,1.0
2002,1.0,1.0,1.0,1.0,1.0
2006,1.0,1.0,1.0,1.0,1.0
2007,1.0,1.0,1.0,1.0,1.0
2008,1.0,1.0,1.0,1.0,1.0
2019,1.0,1.0,1.0,1.0,1.0
2025,1.0,1.0,1.0,1.0,1.0
2026,1.0,1.0,1.0,1.0,1.0
2027,1.0,1.0,1.0,1.0,1.0
2029,1.0,1.0,1.0,1.0,1.0
2030,1.0,1.0,1.0,1.0,1.0
2041,1.0,1.0,1.0,1.0,1.0
2042,1.0,1.0,1.0,1.0,1.0
2043,1.0,1.0,1.0,1.0,1.0
2047,1.0,1.0,1.0,1.0,1.0
2052,1.0,1.0,1.0,1.0,1.0
2053,1.0,1.0,1.0,1.0,1.0
2062,1.0,1.0,1.0,1.0,1.0
2073,1.0,1.0,1.0,1.0,1.0
2075,1.0,1.0,1.0,1.0,1.0
2076,1.0,1.0,1.0,1.0,1.0
2078,1.0,1.0,1.0,1.0,1.0
2085,1.0,1.0,1.0,1.0,1.0
2086,1.0,1.0,1.0,1.0,1.0
2089,1.0,1.0,1.0,1.0,1.0
2091,1.0,1.0,1.0,1.0,1.0
2094,1.0,1.0,1.0,1.0,1.0
2100,1.0,1.0,1.0,1.0,1.0
2101,1.0,1.0,1.0,1.0,1.0
2103,1.0,1.0,1.0,1.0,1.0
2104,1.0,1.0,1.0,1.0,1.0
2108,1.0,1.0,1.0,1.0,1.0
2111,1.0,1.0,1.0,1.0,1.0
2116,1.0,1.0,1.0,1.0,1.0
2120,1.0,1.0,1.0,1.0,1.0
2121,1.0,1.0,1.0,1.0,1.0
2124,1.0,1.0,1.0,1.0,1.0
2125,1.0,1.0,1.0,1.0,1.0
2128,1.0,1.0,1.0,1.0,1.0
2129,1.0,1.0,1.0,1.0,1.0
2140,1.0,1.0,1.0,1.0,1.0
2141,1.0,1.0,1.0,1.0,1.0
2142,1.0,1.0,1.0,1.0,1.0
2145,1.0,1.0,1.0,1.0,1.0
2151,1.0,1.0,1.0,1.0,1.0
2156,1.0,1.0,1.0,1.0,1.0
2171,1.0,1.0,1.0,1.0,1.0
2174,1.0,1.0,1.0,1.0,1.0
2178,1.0,1.0,1.0,1.0,1.0
2182,1.0,1.0,1.0,1.0,1.0
2190,1.0,1.0,1.0,1.0,1.0
2196,1.0,1.0,1.0,1.0,1.0
2197,1.0,1.0,1.0,1.0,1.0
2200,1.0,1.0,1.0,1.0,1.0
2203,1.0,1.0,1.0,1.0,1.0
2204,1.0,1.0,1.0,1.0,1.0
2205,1.0,1.0,1.0,1.0,1.0
2210,1.0,1.0,1.0,1.0,1.0
2217,1.0,1.0,1.0,1.0,1.0
2219,1.0,1.0,1.0,1.0,1.0
2233,1.0,1.0,1.0,1.0,1.0
2238,1.0,1.0,1.0,1.0,1.0
2246,1.0,1.0,1.0,1.0,1.0
2247,1.0,1.0,1.0,1.0,1.0
2250,1.0,1.0,1.0,1.0,1.0
2261,1.0,1.0,1.0,1.0,1.0
2274,1.0,1.0,1.0,1.0,1.0
2293,1.0,1.0,1.0,1.0,1.0
2295,1.0,1.0,1.0,1.0,1.0
2297,1.0,1.0,1.0,1.0,1.0
2312,1.0,1.0,1.0,1.0,1.0
2316,1.0,1.0,1.0,1.0,1.0
2317,1.0,1.0,1.0,1.0,1.0
2318,1.0,1.0,1.0,1.0,1.0
2319,1.0,1.0,1.0,1.0,1.0
2320,1.0,1.0,1.0,1.0,1.0
2326,1.0,1.0,1.0,1.0,1.0
2333,1.0,1.0,1.0,1.0,1.0
2336,1.0,1.0,1.0,1.0,1.0
2361,1.0,1.0,1.0,1.0,1.0
2366,1.0,1.0,1.0,1.0,1.0
2368,1.0,1.0,1.0,1.0,1.0
2370,1.0,1.0,1.0,1.0,1.0
2371,1.0,1.0,1.0,1.0,1.0
2374,1.0,1.0,1.0,1.0,1.0
2375,1.0,1.0,1.0,1.0,1.0
2377,1.0,1.0,1.0,1.0,1.0
2381,1.0,1.0,1.0,1.0,1.0
2382,1.0,1.0,1.0,1.0,1.0
2384,1.0,1.0,1.0,1.0,1.0
2389,1.0,1.0,1.0,1.0,1.0
2390,1.0,1.0,1.0,1.0,1.0
2391,1.0,1.0,1.0,1.0,1.0
2392,1.0,1.0,1.0,1.0,1.0
2393,1.0,1.0,1.0,1.0,1.0
2394,1.0,1.0,1.0,1.0,1.0
2396,1.0,1.0,1.0,1.0,1.0
2424,1.0,1.0,1.0,1.0,1.0
2428,1.0,1.0,1.0,1.0,1.0
2429,1.0,1.0,1.0,1.0,1.0
2430,1.0,1.0,1.0,1.0,1.0
2439,1.0,1.0,1.0,1.0,1.0
2455,1.0,1.0,1.0,1.0,1.0
2470,1.0,1.0,1.0,1.0,1.0
2472,1.0,1.0,1.0,1.0,1.0
2475,1.0,1.0,1.0,1.0,1.0
2494,1.0,1.0,1.0,1.0,1.0
2496,1.0,1.0,1.0,1.0,1.0
2513,1.0,1.0,1.0,1.0,1.0
2517,1.0,1.0,1.0,1.0,1.0
2518,1.0,1.0,1.0,1.0,1.0
2522,1.0,1.0,1.0,1.0,1.0
2523,1.0,1.0,1.0,1.0,1.0
2525,1.0,1.0,1.0,1.0,1.0
2530,1.0,1.0,1.0,1.0,1.0
2533,1.0,1.0,1.0,1.0,1.0
2537,1.0,1.0,1.0,1.0,1.0
2573,1.0,1.0,1.0,1.0,1.0
2581,1.0,1.0,1.0,1.0,1.0
2588,1.0,1.0,1.0,1.0,1.0
2592,1.0,1.0,1.0,1.0,1.0
2596,1.0,1.0,1.0,1.0,1.0
2599,1.0,1.0,1.0,1.0,1.0
2605,1.0,1.0,1.0,1.0,1.0
2606,1.0,1.0,1.0,1.0,1.0
2608,1.0,1.0,1.0,1.0,1.0
2611,1.0,1.0,1.0,1.0,1.0
2612,1.0,1.0,1.0,1.0,1.0
2614,1.0,1.0,1.0,1.0,1.0
2619,1.0,1.0,1.0,1.0,1.0
2620,1.0,1.0,1.0,1.0,1.0
2626,1.0,1.0,1.0,1.0,1.0
2639,1.0,1.0,1.0,1.0,1.0
2641,1.0,1.0,1.0,1.0,1.0
2647,1.0,1.0,1.0,1.0,1.0
2648,1.0,1.0,1.0,1.0,1.0
2669,1.0,1.0,1.0,1.0,1.0
2670,1.0,1.0,1.0,1.0,1.0
2674,1.0,1.0,1.0,1.0,1.0
2703,1.0,1.0,1.0,1.0,1.0
2716,1.0,1.0,1.0,1.0,1.0
2718,1.0,1.0,1.0,1.0,1.0
2720,1.0,1.0,1.0,1.0,1.0
2722,1.0,1.0,1.0,1.0,1.0
2724,1.0,1.0,1.0,1.0,1.0
2731,1.0,1.0,1.0,1.0,1.0
2743,1.0,1.0,1.0,1.0,1.0
2764,1.0,1.0,1.0,1.0,1.0
2778,1.0,1.0,1.0,1.0,1.0
2779,1.0,1.0,1.0,1.0,1.0
2783,1.0,1.0,1.0,1.0,1.0
2786,1.0,1.0,1.0,1.0,1.0
2790,1.0,1.0,1.0,1.0,1.0
2791,1.0,1.0,1.0,1.0,1.0
2797,1.0,1.0,1.0,1.0,1.0
2811,1.0,1.0,1.0,1.0,1.0
2814,1.0,1.0,1.0,1.0,1.0
2816,1.0,1.0,1.0,1.0,1.0
2819,1.0,1.0,1.0,1.0,1.0
2820,1.0,1.0,1.0,1.0,1.0
2821,1.0,1.0,1.0,1.0,1.0
2826,1.0,1.0,1.0,1.0,1.0
2828,1.0,1.0,1.0,1.0,1.0
2829,1.0,1.0,1.0,1.0,1.0
2832,1.0,1.0,1.0,1.0,1.0
2833,1.0,1.0,1.0,1.0,1.0
2836,1.0,1.0,1.0,1.0,1.0
2843,1.0,1.0,1.0,1.0,1.0
2851,1.0,1.0,1.0,1.0,1.0
2861,1.0,1.0,1.0,1.0,1.0
2866,1.0,1.0,1.0,1.0,1.0
2875,1.0,1.0,1.0,1.0,1.0
2886,1.0,1.0,1.0,1.0,1.0
2887,1.0,1.0,1.0,1.0,1.0
2888,1.0,1.0,1.0,1.0,1.0
2891,1.0,1.0,1.0,1.0,1.0
2895,1.0,1.0,1.0,1.0,1.0
2902,1.0,1.0,1.0,1.0,1.0
2904,1.0,1.0,1.0,1.0,1.0
2912,1.0,1.0,1.0,1.0,1.0
2918,1.0,1.0,1.0,1.0,1.0
2919,1.0,1.0,1.0,1.0,1.0
2923,1.0,1.0,1.0,1.0,1.0
2925,1.0,1.0,1.0,1.0,1.0
2926,1.0,1.0,1.0,1.0,1.0
2945,1.0,1.0,1.0,1.0,1.0
2955,1.0,1.0,1.0,1.0,1.0
2959,1.0,1.0,1.0,1.0,1.0
2963,1.0,1.0,1.0,1.0,1.0
2969,1.0,1.0,1.0,1.0,1.0
2972,1.0,1.0,1.0,1.0,1.0
2978,1.0,1.0,1.0,1.0,1.0
2980,1.0,1.0,1.0,1.0,1.0
