Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
717,0,0,1,0,0
727,0,0,0,0,0
736,0,0,1,0,0
737,0,1,0,0,0
739,0,0,1,0,0
741,0,0,1,0,0
744,0,0,1,0,0
745,0,0,1,0,0
759,0,0,1,0,0
760,0,0,0,0,0
761,0,0,0,0,0
762,0,1,0,0,0
766,0,0,1,0,0
775,0,1,0,0,0
787,0,0,1,0,0
794,0,0,1,0,0
802,0,0,1,0,0
808,0,0,1,0,0
812,0,0,1,0,0
815,0,0,1,0,0
839,0,0,1,0,0
849,0,0,1,0,0
863,0,0,1,0,0
871,0,0,1,0,0
879,0,0,1,0,0
890,0,0,1,0,0
891,0,0,1,0,0
894,0,0,1,0,0
900,0,1,0,0,0
908,0,0,1,0,0
917,0,1,0,0,0
918,0,0,1,0,0
922,0,0,1,0,0
938,0,0,1,0,0
950,0,0,1,0,0
951,0,0,1,0,0
961,0,0,1,0,0
966,0,0,1,0,0
973,0,0,1,0,0
975,0,0,1,0,0
981,0,0,1,0,0
989,0,0,1,0,0
992,0,0,1,0,0
996,0,0,1,0,0
998,0,0,1,0,0
1006,0,0,1,0,0
1019,0,0,1,0,0
1020,0,0,1,0,0
1023,0,0,1,0,0
1033,0,0,1,0,0
1034,0,0,1,0,0
1036,0,0,1,0,0
1037,0,0,0,0,0
1040,0,0,1,0,0
1041,0,0,1,0,0
1052,0,0,1,0,0
1053,0,0,1,0,0
1060,0,0,1,0,0
1084,0,0,1,0,0
1093,0,1,0,0,0
1103,0,0,1,0,0
1112,0,0,1,0,0
1115,0,0,0,0,0
1117,0,0,1,0,0
1123,0,0,1,0,0
1128,0,0,1,0,0
1133,0,1,0,0,0
1134,0,1,0,0,0
1143,0,0,1,0,0
1144,0,1,0,0,0
1147,0,0,1,0,0
1148,0,0,1,0,0
1151,0,0,1,0,0
1158,0,0,1,0,0
1182,0,0,1,0,0
1184,0,0,1,0,0
1185,0,0,1,0,0
1187,0,0,1,0,0
1194,0,0,1,0,0
1199,0,0,1,0,0
1210,0,0,1,0,0
1217,0,0,1,0,0
1218,0,0,1,0,0
1219,0,0,1,0,0
1223,0,1,0,0,0
1224,0,0,1,0,0
1233,0,1,0,0,0
1238,0,1,0,0,0
1241,0,0,1,0,0
1243,0,0,1,0,0
1251,0,0,1,0,0
1252,0,0,1,0,0
1254,0,0,1,0,0
1258,0,0,1,0,0
1259,0,0,1,0,0
1262,0,0,1,0,0
1263,0,0,1,0,0
1273,0,0,1,0,0
1279,0,0,1,0,0
1281,0,1,0,0,0
1284,0,0,1,0,0
1285,0,0,1,0,0
1287,0,0,1,0,0
1299,0,0,1,0,0
1300,0,0,1,0,0
1310,0,0,1,0,0
1316,0,0,1,0,0
1318,0,0,1,0,0
1349,0,0,1,0,0
1357,0,0,1,0,0
1368,0,1,0,0,0
1373,0,1,0,0,0
1376,0,0,1,0,0
1377,0,0,1,0,0
1387,0,0,1,0,0
1391,0,0,1,0,0
1398,0,0,1,0,0
1403,0,0,1,0,0
1409,0,0,1,0,0
1426,0,0,1,0,0
1431,0,0,1,0,0
1439,0,0,1,0,0
1440,0,0,1,0,0
1445,0,0,1,0,0
1452,0,0,1,0,0
1458,0,0,1,0,0
1462,0,0,1,0,0
1471,0,0,1,0,0
1472,0,0,1,0,0
1475,0,0,1,0,0
1488,0,0,1,0,0
1490,0,0,1,0,0
1492,0,0,1,0,0
1493,0,0,1,0,0
1498,0,0,1,0,0
1499,0,1,0,0,0
1502,0,0,1,0,0
1506,0,0,1,0,0
1514,0,0,1,0,0
1524,0,0,1,0,0
1525,0,0,1,0,0
1526,0,0,1,0,0
1528,0,0,1,0,0
1531,0,0,1,0,0
1532,0,0,1,0,0
1539,0,0,1,0,0
1541,0,0,1,0,0
1542,0,0,1,0,0
1543,0,0,1,0,0
1544,0,0,1,0,0
1558,0,0,1,0,0
1559,0,0,1,0,0
1560,0,0,1,0,0
1568,0,0,1,0,0
1569,0,0,1,0,0
1571,0,0,1,0,0
1589,0,0,1,0,0
1595,0,0,1,0,0
1599,0,0,1,0,0
1600,0,0,1,0,0
1603,0,0,1,0,0
1606,0,0,1,0,0
1609,0,0,0,0,0
1610,0,1,0,0,0
1615,0,0,1,0,0
1618,0,0,1,0,0
1623,0,0,0,0,0
1624,0,0,1,0,0
1631,0,0,1,0,0
1633,0,0,1,0,0
1639,0,0,1,0,0
1650,0,0,1,0,0
1651,0,0,1,0,0
1653,0,0,1,0,0
1658,0,0,1,0,0
1661,0,0,1,0,0
1664,0,0,1,0,0
1670,0,0,1,0,0
1671,0,0,1,0,0
1673,0,0,1,0,0
1678,0,0,1,0,0
1679,0,0,1,0,0
1681,0,0,1,0,0
1682,0,0,1,0,0
1683,0,0,1,0,0
1687,0,0,1,0,0
1696,0,0,1,0,0
1701,0,0,1,0,0
1703,0,0,1,0,0
1707,0,0,1,0,0
1709,0,0,1,0,0
1710,0,0,1,0,0
1725,0,0,0,0,0
1727,0,0,1,0,0
1732,0,0,1,0,0
1733,0,0,1,0,0
1736,0,0,1,0,0
1737,0,0,1,0,0
1738,0,0,0,0,0
1746,0,0,1,0,0
1753,0,0,1,0,0
1758,0,0,1,0,0
1771,0,0,1,0,0
1775,0,0,0,0,0
1777,0,0,1,0,0
1787,0,0,1,0,0
1788,0,0,1,0,0
1792,0,0,1,0,0
1793,0,0,1,0,0
1797,0,0,1,0,0
1806,0,0,1,0,0
1809,0,0,1,0,0
1810,0,0,1,0,0
1814,0,0,1,0,0
1815,0,0,1,0,0
1820,0,0,1,0,0
1823,0,0,0,0,0
1831,0,0,1,0,0
1832,0,0,1,0,0
1835,0,0,1,0,0
1836,0,1,0,0,0
1839,0,0,1,0,0
1841,0,0,1,0,0
1844,0,0,1,0,0
1845,0,0,1,0,0
1847,0,0,1,0,0
1848,0,0,1,0,0
1850,0,0,0,0,0
1851,0,0,1,0,0
1854,0,0,1,0,0
1858,0,0,1,0,0
1860,0,0,1,0,0
1861,0,0,1,0,0
1862,0,0,1,0,0
1863,0,0,1,0,0
1871,0,0,1,0,0
1875,0,0,1,0,0
1879,0,0,1,0,0
1883,0,0,1,0,0
1887,0,0,1,0,0
1891,0,0,0,0,0
1892,0,0,1,0,0
1894,0,0,1,0,0
1895,0,0,1,0,0
1898,0,0,1,0,0
1902,0,0,1,0,0
1908,0,0,0,0,0
1909,0,0,1,0,0
1910,0,0,1,0,0
1913,0,0,1,0,0
1914,0,0,0,0,0
1916,0,0,0,0,0
1919,0,0,1,0,0
1920,0,0,1,0,0
1921,0,0,1,0,0
1927,0,0,1,0,0
1928,0,0,1,0,0
1929,0,0,1,0,0
1930,0,0,1,0,0
1934,0,0,1,0,0
1936,0,0,1,0,0
1937,0,1,0,0,0
1949,0,0,0,0,0
1953,0,1,0,0,0
1957,0,0,1,0,0
1961,0,0,1,0,0
1971,0,0,1,0,0
1972,0,0,1,0,0
1975,0,0,1,0,0
1979,0,0,1,0,0
1990,0,0,1,0,0
1991,0,0,1,0,0
1992,0,1,0,0,0
1993,0,0,1,0,0
2000,0,0,1,0,0
2002,0,0,1,0,0
2006,0,0,1,0,0
2007,0,0,0,0,0
2008,0,0,1,0,0
2019,0,0,1,0,0
2025,0,0,1,0,0
2026,0,0,1,0,0
2027,0,0,1,0,0
2029,0,0,1,0,0
2030,0,0,1,0,0
2041,0,0,1,0,0
2042,0,0,1,0,0
2043,0,0,1,0,0
2047,0,0,1,0,0
2052,0,0,1,0,0
2053,0,0,1,0,0
2062,0,0,1,0,0
2073,0,0,1,0,0
2075,0,0,1,0,0
2076,0,0,1,0,0
2078,0,0,1,0,0
2085,0,0,1,0,0
2086,0,0,1,0,0
2089,0,0,1,0,0
2091,0,0,1,0,0
2094,0,0,1,0,0
2100,0,0,1,0,0
2101,0,0,1,0,0
2103,0,0,1,0,0
2104,0,0,1,0,0
2108,0,0,1,0,0
2111,0,0,1,0,0
2116,0,0,1,0,0
2120,0,0,1,0,0
2121,0,0,1,0,0
2124,0,0,1,0,0
2125,0,0,1,0,0
2128,0,0,1,0,0
2129,0,0,1,0,0
2140,0,0,1,0,0
2141,0,0,1,0,0
2142,0,0,1,0,0
2145,0,0,1,0,0
2151,0,0,1,0,0
2156,0,0,1,0,0
2171,0,0,1,0,0
2174,0,0,1,0,0
2178,0,0,1,0,0
2182,0,0,1,0,0
2190,0,0,1,0,0
2196,0,0,1,0,0
2197,0,0,1,0,0
2200,0,0,1,0,0
2203,0,0,0,0,0
2204,0,0,1,0,0
2205,0,0,1,0,0
2210,0,0,1,0,0
2217,0,0,1,0,0
2219,0,0,1,0,0
2233,0,0,1,0,0
2238,0,0,1,0,0
2246,0,0,1,0,0
2247,0,0,1,0,0
2250,0,0,1,0,0
2261,0,0,1,0,0
2274,0,0,1,0,0
2293,0,0,1,0,0
2295,0,0,0,0,0
2297,0,0,1,0,0
2312,0,0,1,0,0
2316,0,0,1,0,0
2317,0,0,1,0,0
2318,0,0,1,0,0
2319,0,1,0,0,0
2320,0,0,1,0,0
2326,0,0,1,0,0
2333,0,0,1,0,0
2336,0,0,1,0,0
2361,0,0,1,0,0
2366,0,0,1,0,0
2368,0,0,1,0,0
2370,0,0,1,0,0
2371,0,0,1,0,0
2374,0,0,1,0,0
2375,0,0,1,0,0
2377,0,0,1,0,0
2381,0,0,1,0,0
2382,0,0,1,0,0
2384,0,0,1,0,0
2389,0,0,1,0,0
2390,0,0,1,0,0
2391,0,0,1,0,0
2392,0,0,1,0,0
2393,0,0,1,0,0
2394,0,0,1,0,0
2396,0,0,0,0,0
2424,0,0,1,0,0
2428,0,0,1,0,0
2429,0,0,1,0,0
2430,0,0,1,0,0
2439,0,0,1,0,0
2455,0,0,1,0,0
2470,0,0,1,0,0
2472,0,0,1,0,0
2475,0,0,1,0,0
2494,0,0,1,0,0
2496,0,0,1,0,0
2513,0,0,1,0,0
2517,0,0,1,0,0
2518,0,0,1,0,0
2522,0,0,1,0,0
2523,0,0,1,0,0
2525,0,0,1,0,0
2530,0,0,0,0,0
2533,0,0,1,0,0
2537,0,0,1,0,0
2573,0,0,1,0,0
2581,0,0,1,0,0
2588,0,0,1,0,0
2592,0,0,1,0,0
2596,0,0,1,0,0
2599,0,0,1,0,0
2605,0,0,0,0,0
2606,0,0,1,0,0
2608,0,0,1,0,0
2611,0,0,1,0,0
2612,0,0,1,0,0
2614,0,0,1,0,0
2619,0,0,1,0,0
2620,0,0,1,0,0
2626,0,0,1,0,0
2639,0,0,1,0,0
2641,0,0,1,0,0
2647,0,0,0,0,0
2648,0,0,1,0,0
2669,0,0,1,0,0
2670,0,0,0,0,0
2674,0,0,1,0,0
2703,0,0,1,0,0
2716,0,0,1,0,0
2718,0,0,1,0,0
2720,0,0,1,0,0
2722,0,0,1,0,0
2724,0,0,1,0,0
2731,0,0,1,0,0
2743,0,0,1,0,0
2764,0,0,1,0,0
2778,0,0,1,0,0
2779,0,0,1,0,0
2783,0,0,1,0,0
2786,0,0,1,0,0
2790,0,0,1,0,0
2791,0,0,1,0,0
2797,0,0,1,0,0
2811,0,0,1,0,0
2814,0,0,1,0,0
2816,0,0,1,0,0
2819,0,0,1,0,0
2820,0,0,1,0,0
2821,0,0,1,0,0
2826,0,0,1,0,0
2828,0,0,1,0,0
2829,0,0,1,0,0
2832,0,0,1,0,0
2833,0,0,1,0,0
2836,0,0,1,0,0
2843,0,0,1,0,0
2851,0,0,1,0,0
2861,0,0,1,0,0
2866,0,0,1,0,0
2875,0,0,1,0,0
2886,0,0,1,0,0
2887,0,0,0,0,0
2888,0,0,1,0,0
2891,0,0,1,0,0
2895,0,0,1,0,0
2902,0,0,1,0,0
2904,0,0,1,0,0
2912,0,0,0,0,0
2918,0,0,1,0,0
2919,0,0,1,0,0
2923,0,0,1,0,0
2925,0,0,1,0,0
2926,0,0,1,0,0
2945,0,0,1,0,0
2955,0,0,1,0,0
2959,0,0,1,0,0
2963,0,0,1,0,0
2969,0,0,1,0,0
2972,0,0,1,0,0
2978,0,1,0,0,0
2980,0,0,1,0,0
2981,0,0,1,0,0
2989,0,0,1,0,0
2991,0,0,1,0,0
2995,0,0,1,0,0
3016,0,0,1,0,0
3022,0,0,1,0,0
3023,0,0,1,0,0
3026,0,0,1,0,0
3038,0,0,0,0,0
3040,0,0,1,0,0
3045,0,0,1,0,0
3068,0,0,1,0,0
3070,0,0,1,0,0
3092,0,0,1,0,0
3101,0,0,1,0,0
3103,0,0,1,0,0
3109,0,0,1,0,0
3124,0,0,1,0,0
3136,0,0,0,0,0
3140,0,0,1,0,0
3144,0,0,1,0,0
3145,0,0,1,0,0
3148,0,0,1,0,0
3151,0,0,1,0,0
3152,0,0,1,0,0
3155,0,0,1,0,0
3174,0,0,1,0,0
3180,0,0,1,0,0
3191,0,0,1,0,0
3201,0,0,1,0,0
3214,0,0,1,0,0
3219,0,0,1,0,0
3222,0,0,1,0,0
3223,0,0,1,0,0
3230,0,0,1,0,0
3233,0,0,1,0,0
3237,0,0,1,0,0
3253,0,0,1,0,0
3257,0,0,1,0,0
3270,0,0,1,0,0
3275,0,0,1,0,0
3280,0,0,1,0,0
3283,0,0,1,0,0
3284,0,0,1,0,0
3289,0,0,1,0,0
3290,0,0,1,0,0
3292,0,0,1,0,0
3293,0,0,1,0,0
3301,0,0,1,0,0
3304,0,0,1,0,0
3306,0,0,1,0,0
3310,0,0,1,0,0
3312,0,0,1,0,0
3320,0,0,1,0,0
3321,0,0,1,0,0
3323,0,0,1,0,0
3328,0,0,1,0,0
3329,0,0,1,0,0
3334,0,0,1,0,0
3340,0,0,0,0,0
3341,0,0,1,0,0
3342,0,0,1,0,0
3345,0,0,1,0,0
3351,0,0,1,0,0
3355,0,0,1,0,0
3359,0,0,1,0,0
3366,0,0,1,0,0
3379,0,0,1,0,0
3380,0,0,1,0,0
3381,0,0,1,0,0
3384,0,0,1,0,0
3385,0,0,1,0,0
3388,0,0,1,0,0
3392,0,0,1,0,0
3393,0,0,1,0,0
3412,0,0,1,0,0
3418,0,0,1,0,0
3421,0,0,1,0,0
3429,0,0,1,0,0
3439,0,0,1,0,0
3444,0,0,1,0,0
3462,0,0,1,0,0
3481,0,0,1,0,0
3482,0,0,1,0,0
3499,0,0,1,0,0
3509,0,0,1,0,0
3513,0,0,1,0,0
3514,0,0,1,0,0
3516,0,0,1,0,0
3522,0,0,1,0,0
3527,0,0,0,0,0
3540,0,0,1,0,0
3542,0,0,1,0,0
3546,0,0,1,0,0
3547,0,0,1,0,0
3554,0,0,1,0,0
3555,0,0,1,0,0
3560,0,0,1,0,0
3561,0,0,1,0,0
3564,0,0,1,0,0
3569,0,0,1,0,0
3572,0,0,1,0,0
3575,0,0,1,0,0
3581,0,0,1,0,0
3582,0,0,1,0,0
3592,0,0,1,0,0
3615,0,0,1,0,0
3634,0,0,1,0,0
3636,0,0,1,0,0
3637,0,0,1,0,0
3643,0,0,1,0,0
3660,0,0,1,0,0
3661,0,0,1,0,0
3666,0,0,1,0,0
3674,0,0,1,0,0
3677,0,0,1,0,0
3678,0,0,1,0,0
3679,0,0,1,0,0
3681,0,0,1,0,0
3682,0,0,1,0,0
3692,0,0,1,0,0
3694,0,0,1,0,0
3697,0,0,1,0,0
3699,0,0,1,0,0
3715,0,0,1,0,0
3718,0,0,1,0,0
3723,0,0,1,0,0
3724,0,0,1,0,0
3750,0,0,1,0,0
3752,0,0,1,0,0
3757,0,0,1,0,0
3759,0,0,1,0,0
3767,0,0,1,0,0
3786,0,0,1,0,0
3790,0,0,1,0,0
3798,0,0,1,0,0
3812,0,0,1,0,0
3814,0,0,1,0,0
3819,0,0,1,0,0
3820,0,0,1,0,0
3822,0,0,1,0,0
3824,0,0,1,0,0
3828,0,0,1,0,0
3838,0,0,1,0,0
3841,0,0,1,0,0
3844,0,0,1,0,0
3845,0,0,1,0,0
3850,0,0,1,0,0
3864,0,0,1,0,0
3871,0,0,1,0,0
3876,0,0,1,0,0
3881,0,0,1,0,0
3884,0,0,1,0,0
3885,0,0,1,0,0
3887,0,0,1,0,0
3897,0,0,1,0,0
3899,0,0,1,0,0
3901,0,0,1,0,0
3903,0,0,1,0,0
3905,0,0,1,0,0
3906,0,0,1,0,0
3907,0,0,1,0,0
3909,0,0,1,0,0
3910,0,0,1,0,0
3912,0,0,1,0,0
3915,0,0,1,0,0
3917,0,0,1,0,0
3919,0,0,1,0,0
3920,0,0,1,0,0
3922,0,0,1,0,0
3927,0,0,1,0,0
3932,0,0,1,0,0
3935,0,0,1,0,0
3938,0,0,1,0,0
3939,0,0,1,0,0
3940,0,0,1,0,0
3947,0,0,1,0,0
3949,0,0,1,0,0
3950,0,0,1,0,0
3963,0,0,1,0,0
3964,0,0,1,0,0
3975,0,0,1,0,0
4009,0,0,1,0,0
4013,0,0,1,0,0
4015,0,0,1,0,0
4018,0,0,1,0,0
4028,0,0,1,0,0
4029,0,0,1,0,0
4046,0,0,1,0,0
4065,0,0,1,0,0
4120,0,0,1,0,0
4124,0,0,1,0,0
4129,0,0,1,0,0
4134,0,0,1,0,0
4139,0,0,1,0,0
4140,0,0,1,0,0
4141,0,0,1,0,0
4143,0,0,1,0,0
4168,0,0,1,0,0
4173,0,0,1,0,0
4176,0,0,1,0,0
4177,0,0,1,0,0
4182,0,0,1,0,0
4192,0,0,1,0,0
4194,0,0,1,0,0
4200,0,0,1,0,0
4201,0,0,1,0,0
4204,0,1,0,0,0
4206,0,0,1,0,0
4213,0,0,1,0,0
4226,0,0,1,0,0
4233,0,0,1,0,0
4246,0,0,1,0,0
4252,0,0,1,0,0
4255,0,0,1,0,0
4270,0,0,1,0,0
4276,0,0,1,0,0
4278,0,0,1,0,0
4283,0,0,1,0,0
4291,0,0,1,0,0
4300,0,0,1,0,0
4303,0,0,0,0,0
4304,0,0,1,0,0
4306,0,0,1,0,0
4308,0,0,1,0,0
4317,0,0,1,0,0
4325,0,0,1,0,0
4338,0,0,1,0,0
4344,0,0,1,0,0
4346,0,0,1,0,0
4350,0,0,1,0,0
4360,0,0,1,0,0
4364,0,0,1,0,0
4369,0,0,1,0,0
4377,0,0,1,0,0
4393,0,0,0,0,0
4395,0,0,1,0,0
4406,0,0,1,0,0
4411,0,0,1,0,0
4417,0,0,1,0,0
4432,0,0,1,0,0
4443,0,0,1,0,0
4444,0,0,1,0,0
4445,0,0,1,0,0
4446,0,0,1,0,0
4453,0,0,1,0,0
4460,0,0,1,0,0
4463,0,0,1,0,0
4473,0,0,1,0,0
4476,0,0,1,0,0
4481,0,0,1,0,0
4488,0,0,1,0,0
4492,0,0,1,0,0
4494,0,0,1,0,0
4502,0,0,1,0,0
4503,0,0,1,0,0
4507,0,0,1,0,0
4515,0,0,1,0,0
4519,0,0,1,0,0
4525,0,0,1,0,0
4527,0,0,1,0,0
4528,0,0,0,0,0
4532,0,0,1,0,0
4533,0,0,1,0,0
4541,0,0,1,0,0
4543,0,0,1,0,0
4544,0,0,1,0,0
4558,0,0,1,0,0
4561,0,0,1,0,0
4563,0,0,1,0,0
4569,0,0,1,0,0
4573,0,0,0,0,0
4575,0,0,1,0,0
4585,0,0,1,0,0
4589,0,0,1,0,0
4592,0,0,1,0,0
4594,0,0,1,0,0
4596,0,0,1,0,0
4598,0,0,1,0,0
4609,0,0,1,0,0
4610,0,0,1,0,0
4613,0,0,1,0,0
4616,0,0,1,0,0
4617,0,0,1,0,0
4620,0,0,1,0,0
4625,0,0,1,0,0
4631,0,0,1,0,0
4632,0,0,1,0,0
4633,0,0,1,0,0
4636,0,0,0,0,0
4640,0,0,1,0,0
4641,0,0,1,0,0
4643,0,0,1,0,0
4647,0,0,1,0,0
4650,0,0,1,0,0
4656,0,0,1,0,0
4658,0,0,1,0,0
4659,0,0,1,0,0
4664,0,0,1,0,0
4666,0,0,1,0,0
4672,0,0,1,0,0
4681,0,0,1,0,0
4682,0,0,1,0,0
4685,0,0,1,0,0
4688,0,0,1,0,0
4697,0,0,1,0,0
4702,0,0,1,0,0
4703,0,0,1,0,0
4705,0,0,1,0,0
4713,0,0,1,0,0
4715,0,0,1,0,0
4723,0,0,1,0,0
4725,0,0,1,0,0
4726,0,0,1,0,0
4737,0,0,1,0,0
4739,0,0,1,0,0
4743,0,0,1,0,0
4744,0,0,1,0,0
4747,0,0,1,0,0
4749,0,0,1,0,0
4751,0,0,1,0,0
4754,0,0,1,0,0
4759,0,0,1,0,0
4760,0,0,1,0,0
4761,0,0,1,0,0
4762,0,0,1,0,0
4764,0,0,1,0,0
4765,0,1,0,0,0
4768,0,0,1,0,0
4769,0,0,1,0,0
4772,0,0,1,0,0
4786,0,0,1,0,0
4790,0,0,1,0,0
4797,0,1,0,0,0
4801,0,0,1,0,0
4805,0,0,1,0,0
4806,0,0,1,0,0
4823,0,0,1,0,0
4827,0,0,1,0,0
4830,0,0,1,0,0
4843,0,0,1,0,0
4846,0,0,1,0,0
4852,0,0,1,0,0
4854,0,0,1,0,0
4861,0,0,1,0,0
4862,0,0,1,0,0
4865,0,0,1,0,0
4870,0,0,1,0,0
4871,0,0,1,0,0
4874,0,0,1,0,0
4875,0,0,1,0,0
4878,0,0,1,0,0
4880,0,0,1,0,0
4881,0,0,1,0,0
4891,0,0,1,0,0
4892,0,0,1,0,0
4893,0,0,1,0,0
4894,0,0,1,0,0
4897,0,0,1,0,0
4899,0,0,1,0,0
4901,0,0,1,0,0
4919,0,0,1,0,0
4923,0,0,1,0,0
4924,0,0,1,0,0
4930,0,0,1,0,0
4938,0,0,1,0,0
4940,0,0,1,0,0
4941,0,0,1,0,0
4942,0,0,1,0,0
4944,0,0,1,0,0
4951,0,0,1,0,0
4956,0,0,0,0,0
4966,0,0,1,0,0
4972,0,0,1,0,0
4980,0,0,1,0,0
4984,0,0,1,0,0
4987,0,0,1,0,0
4988,0,0,1,0,0
4994,0,0,1,0,0
4997,0,0,1,0,0
4999,0,0,1,0,0
5003,0,0,1,0,0
5004,0,0,1,0,0
5010,0,0,1,0,0
5014,0,0,1,0,0
5016,0,0,1,0,0
5021,0,1,0,0,0
5022,0,0,1,0,0
5028,0,0,1,0,0
5032,0,0,1,0,0
5034,0,0,1,0,0
5037,0,0,1,0,0
5042,0,1,0,0,0
5044,0,0,1,0,0
5053,0,0,1,0,0
5059,0,0,1,0,0
5061,0,0,1,0,0
5063,0,0,1,0,0
5064,0,0,1,0,0
5065,0,0,1,0,0
5066,0,0,1,0,0
5072,0,0,1,0,0
5075,0,0,1,0,0
5079,0,0,1,0,0
5087,0,0,1,0,0
5092,0,0,1,0,0
5093,0,0,1,0,0
5094,0,0,1,0,0
5100,0,0,1,0,0
5106,0,0,1,0,0
5109,0,0,1,0,0
5112,0,0,1,0,0
5113,0,0,1,0,0
5116,0,0,1,0,0
5131,0,0,1,0,0
5133,0,0,1,0,0
5134,0,0,1,0,0
5136,0,0,1,0,0
5140,0,0,1,0,0
5148,0,0,1,0,0
5153,0,0,1,0,0
5155,0,0,1,0,0
5156,0,0,1,0,0
5157,0,0,1,0,0
5158,0,0,1,0,0
5159,0,0,1,0,0
5161,0,0,1,0,0
5162,0,0,1,0,0
5165,0,0,1,0,0
5166,0,0,1,0,0
5174,0,0,1,0,0
5175,0,0,1,0,0
5177,0,0,1,0,0
5180,0,0,1,0,0
5193,0,0,1,0,0
5194,0,0,1,0,0
5200,0,0,1,0,0
5201,0,0,1,0,0
5205,0,0,1,0,0
5208,0,0,1,0,0
5209,0,0,1,0,0
5215,0,0,1,0,0
5216,0,0,1,0,0
5217,0,0,1,0,0
5221,0,0,1,0,0
5223,0,0,1,0,0
5228,0,0,1,0,0
5231,0,0,1,0,0
5234,0,0,1,0,0
5236,0,0,1,0,0
5240,0,0,1,0,0
5242,0,0,1,0,0
5247,0,0,1,0,0
5258,0,0,1,0,0
5259,0,0,1,0,0
5260,0,0,1,0,0
5261,0,0,1,0,0
5262,0,0,1,0,0
5271,0,0,1,0,0
5273,0,0,1,0,0
5275,0,0,1,0,0
5277,0,0,1,0,0
5279,0,0,1,0,0
5289,0,0,1,0,0
5295,0,0,1,0,0
5299,0,0,1,0,0
5303,0,0,1,0,0
5318,0,0,0,0,0
5319,0,0,1,0,0
5323,0,0,1,0,0
5324,0,0,1,0,0
5329,0,0,1,0,0
